date,area,average_price,code,houses_sold,no_of_crimes,borough_flag,year
2010-01-06,islington,400083,E09000019,259,2333,1,2010
2010-01-07,islington,403080,E09000019,273,2427,1,2010
2010-01-08,islington,405537,E09000019,287,2198,1,2010
2010-01-09,islington,412468,E09000019,247,2372,1,2010
2010-01-10,islington,407174,E09000019,229,2515,1,2010
2010-01-11,islington,412746,E09000019,264,2373,1,2010
2010-01-12,islington,407998,E09000019,210,2114,1,2010
2011-01-01,islington,416960,E09000019,199,2253,1,2011
2011-01-02,islington,408596,E09000019,153,2298,1,2011
2011-01-03,islington,411201,E09000019,198,2422,1,2011
2011-01-04,islington,428175,E09000019,175,2206,1,2011
2011-01-05,islington,424732,E09000019,170,2538,1,2011
2011-01-06,islington,425166,E09000019,214,2528,1,2011
2011-01-07,islington,417268,E09000019,245,2276,1,2011
2011-01-08,islington,431157,E09000019,269,2079,1,2011
2011-01-09,islington,439120,E09000019,284,2080,1,2011
2011-01-10,islington,431861,E09000019,195,2346,1,2011
2011-01-11,islington,429756,E09000019,229,2517,1,2011
2011-01-12,islington,425253,E09000019,246,1981,1,2011
2012-01-01,islington,428084,E09000019,213,2105,1,2012
2012-01-02,islington,433723,E09000019,224,1956,1,2012
2012-01-03,islington,435820,E09000019,221,2489,1,2012
2012-01-04,islington,440525,E09000019,194,2361,1,2012
2012-01-05,islington,453351,E09000019,234,2529,1,2012
2012-01-06,islington,454417,E09000019,274,2336,1,2012
2012-01-07,islington,435077,E09000019,291,2545,1,2012
2012-01-08,islington,423993,E09000019,292,2442,1,2012
2012-01-09,islington,429896,E09000019,251,2173,1,2012
2012-01-10,islington,446416,E09000019,231,2426,1,2012
2012-01-11,islington,461722,E09000019,225,2379,1,2012
2012-01-12,islington,462059,E09000019,187,2276,1,2012
2013-01-01,islington,477205,E09000019,167,2208,1,2013
2013-01-02,islington,467113,E09000019,165,2125,1,2013
2013-01-03,islington,473635,E09000019,226,2064,1,2013
2013-01-04,islington,475031,E09000019,166,1899,1,2013
2013-01-05,islington,479123,E09000019,238,2103,1,2013
2013-01-06,islington,485856,E09000019,278,1989,1,2013
2013-01-07,islington,491034,E09000019,320,2113,1,2013
2013-01-08,islington,505021,E09000019,316,1981,1,2013
2013-01-09,islington,510600,E09000019,250,2066,1,2013
2013-01-10,islington,515581,E09000019,278,2166,1,2013
2013-01-11,islington,529150,E09000019,300,2101,1,2013
2013-01-12,islington,539846,E09000019,294,1871,1,2013
2014-01-01,islington,548119,E09000019,220,2081,1,2014
2014-01-02,islington,551565,E09000019,206,1982,1,2014
2014-01-03,islington,557872,E09000019,214,2258,1,2014
2014-01-04,islington,558630,E09000019,225,2079,1,2014
2014-01-05,islington,570688,E09000019,264,2119,1,2014
2014-01-06,islington,581267,E09000019,262,1991,1,2014
2014-01-07,islington,599523,E09000019,310,2106,1,2014
2014-01-08,islington,610837,E09000019,249,1954,1,2014
2014-01-09,islington,620725,E09000019,228,2257,1,2014
2014-01-10,islington,616689,E09000019,223,2302,1,2014
2014-01-11,islington,601115,E09000019,187,2312,1,2014
2014-01-12,islington,605026,E09000019,288,2253,1,2014
2015-01-01,islington,616322,E09000019,174,2198,1,2015
2015-01-02,islington,636242,E09000019,168,2181,1,2015
2015-01-03,islington,630006,E09000019,235,2473,1,2015
2015-01-04,islington,641172,E09000019,209,2385,1,2015
2015-01-05,islington,644322,E09000019,172,2494,1,2015
2015-01-06,islington,651604,E09000019,215,2404,1,2015
2015-01-07,islington,646180,E09000019,214,2397,1,2015
2015-01-08,islington,646005,E09000019,222,2213,1,2015
2015-01-09,islington,657610,E09000019,194,2192,1,2015
2015-01-10,islington,656970,E09000019,184,2399,1,2015
2015-01-11,islington,652896,E09000019,197,2400,1,2015
2015-01-12,islington,638445,E09000019,198,2427,1,2015
2016-01-01,islington,638496,E09000019,170,2420,1,2016
2016-01-02,islington,628362,E09000019,172,2232,1,2016
2016-01-03,islington,646021,E09000019,529,2186,1,2016
2016-01-04,islington,640534,E09000019,163,2164,1,2016
2016-01-05,islington,645784,E09000019,141,2227,1,2016
2016-01-06,islington,632660,E09000019,153,2522,1,2016
2016-01-07,islington,648907,E09000019,221,2649,1,2016
2016-01-08,islington,657819,E09000019,161,2266,1,2016
2016-01-09,islington,647014,E09000019,163,2183,1,2016
2016-01-10,islington,634621,E09000019,156,2308,1,2016
2016-01-11,islington,637573,E09000019,148,2303,1,2016
2016-01-12,islington,647853,E09000019,163,2392,1,2016
2017-01-01,islington,639571,E09000019,133,2321,1,2017
2017-01-02,islington,622393,E09000019,115,2261,1,2017
2017-01-03,islington,621583,E09000019,158,2890,1,2017
2017-01-04,islington,638977,E09000019,127,2424,1,2017
2017-01-05,islington,659548,E09000019,116,2891,1,2017
2017-01-06,islington,665437,E09000019,173,3068,1,2017
2017-01-07,islington,667847,E09000019,151,3017,1,2017
2017-01-08,islington,673655,E09000019,167,2836,1,2017
2017-01-09,islington,670683,E09000019,160,2663,1,2017
2017-01-10,islington,657949,E09000019,127,2781,1,2017
2017-01-11,islington,644362,E09000019,132,2600,1,2017
2017-01-12,islington,639371,E09000019,135,2458,1,2017
2018-01-01,islington,652264,E09000019,120,2591,1,2018
2018-01-02,islington,646991,E09000019,117,2044,1,2018
2018-01-03,islington,651933,E09000019,133,2133,1,2018
2018-01-04,islington,637412,E09000019,124,2345,1,2018
2018-01-05,islington,651023,E09000019,131,2380,1,2018
2018-01-06,islington,655134,E09000019,119,2555,1,2018
2018-01-07,islington,677798,E09000019,159,2697,1,2018
2018-01-08,islington,667866,E09000019,190,2293,1,2018
2018-01-09,islington,660512,E09000019,188,2365,1,2018
2018-01-10,islington,634943,E09000019,155,2621,1,2018
2018-01-11,islington,636823,E09000019,171,2368,1,2018
2018-01-12,islington,625190,E09000019,145,2399,1,2018
2019-01-01,islington,635328,E09000019,128,2478,1,2019
2019-01-02,islington,627120,E09000019,156,2206,1,2019
2019-01-03,islington,627543,E09000019,165,2512,1,2019
2019-01-04,islington,619883,E09000019,129,2524,1,2019
2019-01-05,islington,623358,E09000019,142,2519,1,2019
2019-01-06,islington,627183,E09000019,143,2317,1,2019
2019-01-07,islington,632614,E09000019,168,2846,1,2019
2019-01-08,islington,649329,E09000019,172,2466,1,2019
2019-01-09,islington,656948,E09000019,115,2533,1,2019
2019-01-10,islington,645971,E09000019,142,2842,1,2019
2019-01-11,islington,629164,E09000019,130,2653,1,2019
2001-01-01,kensington and chelsea,407739,E09000020,276,2137,1,2001
2001-01-02,kensington and chelsea,394886,E09000020,277,1955,1,2001
2001-01-03,kensington and chelsea,406200,E09000020,394,2314,1,2001
2001-01-04,kensington and chelsea,418016,E09000020,335,2129,1,2001
2001-01-05,kensington and chelsea,417771,E09000020,364,2242,1,2001
2001-01-06,kensington and chelsea,423411,E09000020,341,2149,1,2001
2001-01-07,kensington and chelsea,434521,E09000020,424,2196,1,2001
2001-01-08,kensington and chelsea,451028,E09000020,367,2242,1,2001
2001-01-09,kensington and chelsea,438215,E09000020,321,1995,1,2001
2001-01-10,kensington and chelsea,424833,E09000020,300,2272,1,2001
2001-01-11,kensington and chelsea,412659,E09000020,295,2197,1,2001
2001-01-12,kensington and chelsea,412275,E09000020,246,2034,1,2001
2002-01-01,kensington and chelsea,407492,E09000020,281,2176,1,2002
2002-01-02,kensington and chelsea,406516,E09000020,264,1875,1,2002
2002-01-03,kensington and chelsea,414376,E09000020,442,2209,1,2002
2002-01-04,kensington and chelsea,440746,E09000020,401,2395,1,2002
2002-01-05,kensington and chelsea,467441,E09000020,470,2333,1,2002
2002-01-06,kensington and chelsea,486673,E09000020,406,2170,1,2002
2002-01-07,kensington and chelsea,497538,E09000020,415,2322,1,2002
2002-01-08,kensington and chelsea,490267,E09000020,445,2454,1,2002
2002-01-09,kensington and chelsea,486338,E09000020,345,2164,1,2002
2002-01-10,kensington and chelsea,474862,E09000020,350,2261,1,2002
2002-01-11,kensington and chelsea,484175,E09000020,302,2018,1,2002
2002-01-12,kensington and chelsea,468164,E09000020,282,1999,1,2002
2003-01-01,kensington and chelsea,466463,E09000020,285,2159,1,2003
2003-01-02,kensington and chelsea,452671,E09000020,206,1864,1,2003
2003-01-03,kensington and chelsea,455466,E09000020,205,2060,1,2003
2003-01-04,kensington and chelsea,456330,E09000020,178,1958,1,2003
2003-01-05,kensington and chelsea,452104,E09000020,226,2028,1,2003
2003-01-06,kensington and chelsea,464442,E09000020,207,2164,1,2003
2003-01-07,kensington and chelsea,455925,E09000020,282,2121,1,2003
2003-01-08,kensington and chelsea,454476,E09000020,333,2363,1,2003
2003-01-09,kensington and chelsea,448908,E09000020,417,2017,1,2003
2003-01-10,kensington and chelsea,459283,E09000020,360,2045,1,2003
2003-01-11,kensington and chelsea,471114,E09000020,386,1948,1,2003
2003-01-12,kensington and chelsea,488704,E09000020,366,1873,1,2003
2004-01-01,kensington and chelsea,495894,E09000020,340,2034,1,2004
2004-01-02,kensington and chelsea,506469,E09000020,308,1921,1,2004
2004-01-03,kensington and chelsea,504555,E09000020,354,2180,1,2004
2004-01-04,kensington and chelsea,490464,E09000020,401,1983,1,2004
2004-01-05,kensington and chelsea,488594,E09000020,360,2112,1,2004
2004-01-06,kensington and chelsea,492778,E09000020,363,2082,1,2004
2004-01-07,kensington and chelsea,534860,E09000020,423,2145,1,2004
2004-01-08,kensington and chelsea,547674,E09000020,317,2176,1,2004
2004-01-09,kensington and chelsea,559286,E09000020,340,1901,1,2004
2004-01-10,kensington and chelsea,523246,E09000020,275,2158,1,2004
2004-01-11,kensington and chelsea,517540,E09000020,247,1898,1,2004
2004-01-12,kensington and chelsea,484880,E09000020,278,1691,1,2004
2005-01-01,kensington and chelsea,477958,E09000020,257,1683,1,2005
2005-01-02,kensington and chelsea,480086,E09000020,189,1545,1,2005
2005-01-03,kensington and chelsea,489291,E09000020,274,1792,1,2005
2005-01-04,kensington and chelsea,507964,E09000020,294,1824,1,2005
2005-01-05,kensington and chelsea,518054,E09000020,274,1945,1,2005
2005-01-06,kensington and chelsea,527082,E09000020,315,1841,1,2005
2005-01-07,kensington and chelsea,540566,E09000020,327,1920,1,2005
2005-01-08,kensington and chelsea,529996,E09000020,286,2136,1,2005
2005-01-09,kensington and chelsea,542761,E09000020,331,1828,1,2005
2005-01-10,kensington and chelsea,532195,E09000020,231,1866,1,2005
2005-01-11,kensington and chelsea,540675,E09000020,273,1767,1,2005
2005-01-12,kensington and chelsea,555847,E09000020,299,1736,1,2005
2006-01-01,kensington and chelsea,565247,E09000020,319,1759,1,2006
2006-01-02,kensington and chelsea,569195,E09000020,233,1536,1,2006
2006-01-03,kensington and chelsea,570415,E09000020,371,1809,1,2006
2006-01-04,kensington and chelsea,581164,E09000020,347,1636,1,2006
2006-01-05,kensington and chelsea,590768,E09000020,338,1788,1,2006
2006-01-06,kensington and chelsea,599841,E09000020,400,1869,1,2006
2006-01-07,kensington and chelsea,606796,E09000020,366,1877,1,2006
2006-01-08,kensington and chelsea,609829,E09000020,355,2113,1,2006
2006-01-09,kensington and chelsea,603462,E09000020,394,1873,1,2006
2006-01-10,kensington and chelsea,604626,E09000020,360,1951,1,2006
2006-01-11,kensington and chelsea,630206,E09000020,350,2150,1,2006
2006-01-12,kensington and chelsea,644541,E09000020,375,1771,1,2006
2007-01-01,kensington and chelsea,682118,E09000020,397,2096,1,2007
2007-01-02,kensington and chelsea,695308,E09000020,317,1800,1,2007
2007-01-03,kensington and chelsea,712066,E09000020,352,2030,1,2007
2007-01-04,kensington and chelsea,718862,E09000020,311,1980,1,2007
2007-01-05,kensington and chelsea,718509,E09000020,320,1977,1,2007
2007-01-06,kensington and chelsea,723633,E09000020,327,1956,1,2007
2007-01-07,kensington and chelsea,746127,E09000020,372,1926,1,2007
2007-01-08,kensington and chelsea,779957,E09000020,328,2309,1,2007
2007-01-09,kensington and chelsea,830950,E09000020,275,1674,1,2007
2007-01-10,kensington and chelsea,808270,E09000020,226,1780,1,2007
2007-01-11,kensington and chelsea,777268,E09000020,299,1810,1,2007
2007-01-12,kensington and chelsea,767083,E09000020,168,1623,1,2007
2008-01-01,kensington and chelsea,810781,E09000020,186,1737,1,2008
2008-01-02,kensington and chelsea,832753,E09000020,149,1608,1,2008
2008-01-03,kensington and chelsea,808429,E09000020,133,1835,1,2008
2008-01-04,kensington and chelsea,762673,E09000020,186,1759,1,2008
2008-01-05,kensington and chelsea,760593,E09000020,162,1870,1,2008
2008-01-06,kensington and chelsea,766472,E09000020,133,1757,1,2008
2008-01-07,kensington and chelsea,822508,E09000020,164,1832,1,2008
2008-01-08,kensington and chelsea,806857,E09000020,117,2364,1,2008
2008-01-09,kensington and chelsea,811950,E09000020,155,1656,1,2008
2008-01-10,kensington and chelsea,754939,E09000020,117,1755,1,2008
2008-01-11,kensington and chelsea,754636,E09000020,90,1694,1,2008
2008-01-12,kensington and chelsea,725424,E09000020,105,1579,1,2008
2009-01-01,kensington and chelsea,668546,E09000020,78,1523,1,2009
2009-01-02,kensington and chelsea,627150,E09000020,95,1462,1,2009
2009-01-03,kensington and chelsea,598430,E09000020,121,1630,1,2009
2009-01-04,kensington and chelsea,622563,E09000020,137,1557,1,2009
2009-01-05,kensington and chelsea,664598,E09000020,137,1671,1,2009
2009-01-06,kensington and chelsea,719453,E09000020,173,1754,1,2009
2009-01-07,kensington and chelsea,770240,E09000020,232,1716,1,2009
2009-01-08,kensington and chelsea,782459,E09000020,187,1837,1,2009
2009-01-09,kensington and chelsea,763330,E09000020,228,1787,1,2009
2009-01-10,kensington and chelsea,736741,E09000020,229,1760,1,2009
2009-01-11,kensington and chelsea,753693,E09000020,226,1558,1,2009
2009-01-12,kensington and chelsea,755047,E09000020,176,1528,1,2009
2010-01-01,kensington and chelsea,794620,E09000020,202,1477,1,2010
2010-01-02,kensington and chelsea,778622,E09000020,151,1493,1,2010
2010-01-03,kensington and chelsea,820954,E09000020,207,1719,1,2010
2010-01-04,kensington and chelsea,818816,E09000020,221,1630,1,2010
2010-01-05,kensington and chelsea,855775,E09000020,181,1773,1,2010
2010-01-06,kensington and chelsea,821510,E09000020,224,1785,1,2010
2010-01-07,kensington and chelsea,845614,E09000020,253,1939,1,2010
2010-01-08,kensington and chelsea,826390,E09000020,198,2092,1,2010
2010-01-09,kensington and chelsea,863878,E09000020,218,1972,1,2010
2010-01-10,kensington and chelsea,859065,E09000020,197,1811,1,2010
2010-01-11,kensington and chelsea,877861,E09000020,177,1628,1,2010
2010-01-12,kensington and chelsea,884674,E09000020,201,1595,1,2010
2011-01-01,kensington and chelsea,860460,E09000020,182,1685,1,2011
2011-01-02,kensington and chelsea,844014,E09000020,164,1487,1,2011
2011-01-03,kensington and chelsea,879557,E09000020,235,1785,1,2011
2011-01-04,kensington and chelsea,959520,E09000020,266,1645,1,2011
2011-01-05,kensington and chelsea,939202,E09000020,158,1950,1,2011
2011-01-06,kensington and chelsea,911740,E09000020,187,1671,1,2011
2011-01-07,kensington and chelsea,877358,E09000020,245,1672,1,2011
2011-01-08,kensington and chelsea,912819,E09000020,235,1995,1,2011
2011-01-09,kensington and chelsea,931099,E09000020,238,1534,1,2011
2011-01-10,kensington and chelsea,916676,E09000020,184,1555,1,2011
2011-01-11,kensington and chelsea,950767,E09000020,202,1836,1,2011
2011-01-12,kensington and chelsea,919569,E09000020,167,1754,1,2011
2012-01-01,kensington and chelsea,929644,E09000020,187,1748,1,2012
2012-01-02,kensington and chelsea,933654,E09000020,167,1536,1,2012
2012-01-03,kensington and chelsea,941251,E09000020,159,1887,1,2012
2012-01-04,kensington and chelsea,970715,E09000020,170,1720,1,2012
2012-01-05,kensington and chelsea,974635,E09000020,190,1801,1,2012
2012-01-06,kensington and chelsea,1030803,E09000020,190,1676,1,2012
2012-01-07,kensington and chelsea,1032875,E09000020,234,1713,1,2012
2012-01-08,kensington and chelsea,1042777,E09000020,173,2458,1,2012
2012-01-09,kensington and chelsea,1058206,E09000020,196,1635,1,2012
2012-01-10,kensington and chelsea,1077366,E09000020,181,1778,1,2012
2012-01-11,kensington and chelsea,1071778,E09000020,184,1683,1,2012
2012-01-12,kensington and chelsea,1044834,E09000020,189,1723,1,2012
2013-01-01,kensington and chelsea,1067550,E09000020,181,1663,1,2013
2013-01-02,kensington and chelsea,1060810,E09000020,145,1583,1,2013
2013-01-03,kensington and chelsea,1076419,E09000020,206,1412,1,2013
2013-01-04,kensington and chelsea,1043141,E09000020,174,1455,1,2013
2013-01-05,kensington and chelsea,1086593,E09000020,221,1405,1,2013
2013-01-06,kensington and chelsea,1122471,E09000020,219,1415,1,2013
2013-01-07,kensington and chelsea,1159559,E09000020,280,1487,1,2013
2013-01-08,kensington and chelsea,1189245,E09000020,249,2167,1,2013
2013-01-09,kensington and chelsea,1217729,E09000020,258,1465,1,2013
2013-01-10,kensington and chelsea,1172514,E09000020,221,1476,1,2013
2013-01-11,kensington and chelsea,1168770,E09000020,262,1482,1,2013
2013-01-12,kensington and chelsea,1154073,E09000020,230,1399,1,2013
2014-01-01,kensington and chelsea,1204771,E09000020,280,1402,1,2014
2014-01-02,kensington and chelsea,1198222,E09000020,222,1347,1,2014
2014-01-03,kensington and chelsea,1209578,E09000020,222,1473,1,2014
2014-01-04,kensington and chelsea,1231111,E09000020,267,1531,1,2014
2014-01-05,kensington and chelsea,1263468,E09000020,269,1492,1,2014
2014-01-06,kensington and chelsea,1297755,E09000020,213,1453,1,2014
2014-01-07,kensington and chelsea,1345616,E09000020,251,1460,1,2014
2014-01-08,kensington and chelsea,1347030,E09000020,217,2089,1,2014
2014-01-09,kensington and chelsea,1344464,E09000020,208,1429,1,2014
2014-01-10,kensington and chelsea,1334423,E09000020,228,1610,1,2014
2014-01-11,kensington and chelsea,1365050,E09000020,158,1555,1,2014
2014-01-12,kensington and chelsea,1319380,E09000020,169,1619,1,2014
2015-01-01,kensington and chelsea,1313357,E09000020,187,1566,1,2015
2015-01-02,kensington and chelsea,1287616,E09000020,180,1413,1,2015
2015-01-03,kensington and chelsea,1306557,E09000020,195,1620,1,2015
2015-01-04,kensington and chelsea,1291645,E09000020,156,1475,1,2015
2015-01-05,kensington and chelsea,1306192,E09000020,170,1637,1,2015
2015-01-06,kensington and chelsea,1293028,E09000020,182,1637,1,2015
2015-01-07,kensington and chelsea,1328276,E09000020,201,1650,1,2015
2015-01-08,kensington and chelsea,1316116,E09000020,169,1752,1,2015
2015-01-09,kensington and chelsea,1353679,E09000020,190,1809,1,2015
2015-01-10,kensington and chelsea,1268780,E09000020,171,1762,1,2015
2015-01-11,kensington and chelsea,1295078,E09000020,160,1672,1,2015
2015-01-12,kensington and chelsea,1264909,E09000020,217,1724,1,2015
2016-01-01,kensington and chelsea,1335351,E09000020,170,1565,1,2016
2016-01-02,kensington and chelsea,1294603,E09000020,141,1417,1,2016
2016-01-03,kensington and chelsea,1319174,E09000020,491,1565,1,2016
2016-01-04,kensington and chelsea,1303324,E09000020,95,1471,1,2016
2016-01-05,kensington and chelsea,1282708,E09000020,90,1677,1,2016
2016-01-06,kensington and chelsea,1246352,E09000020,124,1678,1,2016
2016-01-07,kensington and chelsea,1229599,E09000020,105,1698,1,2016
2016-01-08,kensington and chelsea,1206813,E09000020,96,2506,1,2016
2016-01-09,kensington and chelsea,1226681,E09000020,114,1760,1,2016
2016-01-10,kensington and chelsea,1217676,E09000020,104,1650,1,2016
2016-01-11,kensington and chelsea,1295310,E09000020,125,1588,1,2016
2016-01-12,kensington and chelsea,1357231,E09000020,172,1681,1,2016
2017-01-01,kensington and chelsea,1394421,E09000020,136,1534,1,2017
2017-01-02,kensington and chelsea,1412255,E09000020,109,1367,1,2017
2017-01-03,kensington and chelsea,1380049,E09000020,152,1824,1,2017
2017-01-04,kensington and chelsea,1399839,E09000020,124,1723,1,2017
2017-01-05,kensington and chelsea,1388174,E09000020,125,1828,1,2017
2017-01-06,kensington and chelsea,1341276,E09000020,171,1748,1,2017
2017-01-07,kensington and chelsea,1304186,E09000020,123,1962,1,2017
2017-01-08,kensington and chelsea,1257578,E09000020,124,2418,1,2017
2017-01-09,kensington and chelsea,1270090,E09000020,137,1780,1,2017
2017-01-10,kensington and chelsea,1278113,E09000020,111,1755,1,2017
2017-01-11,kensington and chelsea,1344311,E09000020,115,1842,1,2017
2017-01-12,kensington and chelsea,1364185,E09000020,138,1736,1,2017
2018-01-01,kensington and chelsea,1463378,E09000020,129,1737,1,2018
2018-01-02,kensington and chelsea,1378878,E09000020,89,1737,1,2018
2018-01-03,kensington and chelsea,1392610,E09000020,125,1681,1,2018
2018-01-04,kensington and chelsea,1325081,E09000020,117,1644,1,2018
2018-01-05,kensington and chelsea,1301729,E09000020,86,1771,1,2018
2018-01-06,kensington and chelsea,1306556,E09000020,133,1831,1,2018
2018-01-07,kensington and chelsea,1334876,E09000020,119,1915,1,2018
2018-01-08,kensington and chelsea,1418032,E09000020,103,2339,1,2018
2018-01-09,kensington and chelsea,1388037,E09000020,117,1787,1,2018
2018-01-10,kensington and chelsea,1348121,E09000020,133,1803,1,2018
2018-01-11,kensington and chelsea,1363458,E09000020,91,1898,1,2018
2018-01-12,kensington and chelsea,1345805,E09000020,84,1922,1,2018
2019-01-01,kensington and chelsea,1285331,E09000020,117,1808,1,2019
2019-01-02,kensington and chelsea,1259725,E09000020,94,1765,1,2019
2019-01-03,kensington and chelsea,1218687,E09000020,107,2023,1,2019
2019-01-04,kensington and chelsea,1266556,E09000020,101,1873,1,2019
2019-01-05,kensington and chelsea,1237349,E09000020,112,1933,1,2019
2019-01-06,kensington and chelsea,1294113,E09000020,110,2120,1,2019
2019-01-07,kensington and chelsea,1288940,E09000020,133,2233,1,2019
2019-01-08,kensington and chelsea,1262257,E09000020,124,2778,1,2019
2019-01-09,kensington and chelsea,1246384,E09000020,109,2056,1,2019
2019-01-10,kensington and chelsea,1191209,E09000020,105,2206,1,2019
2019-01-11,kensington and chelsea,1193336,E09000020,113,2240,1,2019
2001-01-01,kingston upon thames,171213,E09000021,216,1201,1,2001
2001-01-02,kingston upon thames,171737,E09000021,227,1063,1,2001
2001-01-03,kingston upon thames,169882,E09000021,290,1179,1,2001
2001-01-04,kingston upon thames,171664,E09000021,321,1155,1,2001
2001-01-05,kingston upon thames,173684,E09000021,325,1180,1,2001
2001-01-06,kingston upon thames,177536,E09000021,405,1122,1,2001
2001-01-07,kingston upon thames,180584,E09000021,345,992,1,2001
2001-01-08,kingston upon thames,182159,E09000021,428,999,1,2001
2001-01-09,kingston upon thames,185946,E09000021,341,950,1,2001
2001-01-10,kingston upon thames,186103,E09000021,380,1066,1,2001
2001-01-11,kingston upon thames,187917,E09000021,361,1132,1,2001
2001-01-12,kingston upon thames,187446,E09000021,290,992,1,2001
2002-01-01,kingston upon thames,189539,E09000021,280,1070,1,2002
2002-01-02,kingston upon thames,189132,E09000021,248,1078,1,2002
2002-01-03,kingston upon thames,189180,E09000021,358,1103,1,2002
2002-01-04,kingston upon thames,192404,E09000021,326,1151,1,2002
2002-01-05,kingston upon thames,197285,E09000021,464,1119,1,2002
2002-01-06,kingston upon thames,201145,E09000021,328,1133,1,2002
2002-01-07,kingston upon thames,202909,E09000021,424,1128,1,2002
2002-01-08,kingston upon thames,206661,E09000021,406,1173,1,2002
2002-01-09,kingston upon thames,212565,E09000021,383,1106,1,2002
2002-01-10,kingston upon thames,215958,E09000021,392,1129,1,2002
2002-01-11,kingston upon thames,218134,E09000021,329,1138,1,2002
2002-01-12,kingston upon thames,222347,E09000021,316,1001,1,2002
2003-01-01,kingston upon thames,224875,E09000021,249,1069,1,2003
2003-01-02,kingston upon thames,226229,E09000021,262,1006,1,2003
2003-01-03,kingston upon thames,223739,E09000021,241,1123,1,2003
2003-01-04,kingston upon thames,223337,E09000021,248,1193,1,2003
2003-01-05,kingston upon thames,222683,E09000021,228,1271,1,2003
2003-01-06,kingston upon thames,225155,E09000021,274,1315,1,2003
2003-01-07,kingston upon thames,227790,E09000021,336,1191,1,2003
2003-01-08,kingston upon thames,232658,E09000021,305,1235,1,2003
2003-01-09,kingston upon thames,233924,E09000021,329,1276,1,2003
2003-01-10,kingston upon thames,232964,E09000021,386,1259,1,2003
2003-01-11,kingston upon thames,232017,E09000021,363,1221,1,2003
2003-01-12,kingston upon thames,233996,E09000021,324,1215,1,2003
2004-01-01,kingston upon thames,235488,E09000021,304,1379,1,2004
2004-01-02,kingston upon thames,237659,E09000021,296,1299,1,2004
2004-01-03,kingston upon thames,239521,E09000021,353,1196,1,2004
2004-01-04,kingston upon thames,242238,E09000021,410,1291,1,2004
2004-01-05,kingston upon thames,245145,E09000021,361,1272,1,2004
2004-01-06,kingston upon thames,247341,E09000021,345,1329,1,2004
2004-01-07,kingston upon thames,251907,E09000021,422,1255,1,2004
2004-01-08,kingston upon thames,254989,E09000021,318,1165,1,2004
2004-01-09,kingston upon thames,253122,E09000021,303,1112,1,2004
2004-01-10,kingston upon thames,252908,E09000021,297,1181,1,2004
2004-01-11,kingston upon thames,248400,E09000021,230,1200,1,2004
2004-01-12,kingston upon thames,248371,E09000021,259,1092,1,2004
2005-01-01,kingston upon thames,245040,E09000021,163,1062,1,2005
2005-01-02,kingston upon thames,244935,E09000021,170,1119,1,2005
2005-01-03,kingston upon thames,246080,E09000021,224,1257,1,2005
2005-01-04,kingston upon thames,247395,E09000021,290,1114,1,2005
2005-01-05,kingston upon thames,254013,E09000021,247,1260,1,2005
2005-01-06,kingston upon thames,252876,E09000021,285,1249,1,2005
2005-01-07,kingston upon thames,256554,E09000021,297,1231,1,2005
2005-01-08,kingston upon thames,253237,E09000021,361,1072,1,2005
2005-01-09,kingston upon thames,256960,E09000021,315,1171,1,2005
2005-01-10,kingston upon thames,252041,E09000021,303,1160,1,2005
2005-01-11,kingston upon thames,253615,E09000021,273,1171,1,2005
2005-01-12,kingston upon thames,251130,E09000021,286,1075,1,2005
2006-01-01,kingston upon thames,255200,E09000021,283,1203,1,2006
2006-01-02,kingston upon thames,253180,E09000021,298,1080,1,2006
2006-01-03,kingston upon thames,254284,E09000021,318,1132,1,2006
2006-01-04,kingston upon thames,254843,E09000021,297,1101,1,2006
2006-01-05,kingston upon thames,258061,E09000021,339,1126,1,2006
2006-01-06,kingston upon thames,264705,E09000021,350,1138,1,2006
2006-01-07,kingston upon thames,266619,E09000021,400,1056,1,2006
2006-01-08,kingston upon thames,271132,E09000021,438,1001,1,2006
2006-01-09,kingston upon thames,270980,E09000021,405,987,1,2006
2006-01-10,kingston upon thames,275061,E09000021,384,1097,1,2006
2006-01-11,kingston upon thames,274154,E09000021,352,996,1,2006
2006-01-12,kingston upon thames,277785,E09000021,361,971,1,2006
2007-01-01,kingston upon thames,278832,E09000021,262,999,1,2007
2007-01-02,kingston upon thames,284563,E09000021,294,947,1,2007
2007-01-03,kingston upon thames,289235,E09000021,348,1121,1,2007
2007-01-04,kingston upon thames,294524,E09000021,344,1096,1,2007
2007-01-05,kingston upon thames,299721,E09000021,350,1181,1,2007
2007-01-06,kingston upon thames,304342,E09000021,354,998,1,2007
2007-01-07,kingston upon thames,310981,E09000021,396,950,1,2007
2007-01-08,kingston upon thames,316737,E09000021,388,939,1,2007
2007-01-09,kingston upon thames,321174,E09000021,341,967,1,2007
2007-01-10,kingston upon thames,324522,E09000021,341,1033,1,2007
2007-01-11,kingston upon thames,324972,E09000021,303,946,1,2007
2007-01-12,kingston upon thames,325149,E09000021,189,949,1,2007
2008-01-01,kingston upon thames,321799,E09000021,159,934,1,2008
2008-01-02,kingston upon thames,321374,E09000021,163,922,1,2008
2008-01-03,kingston upon thames,317365,E09000021,160,1041,1,2008
2008-01-04,kingston upon thames,318958,E09000021,179,944,1,2008
2008-01-05,kingston upon thames,315910,E09000021,182,1009,1,2008
2008-01-06,kingston upon thames,320612,E09000021,157,935,1,2008
